donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
G24092,2023-06-23 21:15:00,2023-03-30 19:10:00,2,20000,557,4,4,1,3.25,Kategori Lain
G24093,2023-03-30 20:46:00,2023-03-30 20:46:00,1,50000,642,4,2,2,2.8,Hilang
G24094,2023-08-12 06:02:00,2023-03-30 21:06:00,7,95000,507,4,5,3,4.1,Kategori Lain
G24095,2023-03-30 21:09:00,2023-03-30 21:09:00,1,50000,642,4,2,2,2.8,Hilang
G24096,2023-03-30 22:00:00,2023-03-30 22:00:00,1,100000,642,4,2,3,3.05,Tidur
G24098,2023-03-30 22:52:00,2023-03-30 22:52:00,1,50000,642,4,2,2,2.8,Hilang
G24099,2023-03-30 22:55:00,2023-03-30 22:55:00,1,200000,642,4,2,4,3.3,Tidur
G24100,2023-03-30 23:28:00,2023-03-30 23:28:00,1,20000,642,4,2,1,2.55,Hilang
G24101,2023-03-30 23:56:00,2023-03-30 23:56:00,1,50000,642,4,2,2,2.8,Hilang
G24102,2023-12-19 12:47:00,2023-03-31 00:08:00,9,260000,378,5,5,5,5.0,Tidur
G24103,2023-03-31 00:28:00,2023-03-31 00:28:00,1,100000,641,4,2,3,3.05,Tidur
G24104,2023-03-31 03:14:00,2023-03-31 03:14:00,1,100000,641,4,2,3,3.05,Tidur
G24105,2023-03-31 03:55:00,2023-03-31 03:55:00,1,20000,641,4,2,1,2.55,Hilang
G24106,2023-03-31 04:39:00,2023-03-31 04:39:00,1,25000,641,4,2,2,2.8,Hilang
G24107,2023-03-31 04:49:00,2023-03-31 04:49:00,1,25000,641,4,2,2,2.8,Hilang
G24108,2023-03-31 05:11:00,2023-03-31 05:11:00,1,10000,641,4,2,1,2.55,Hilang
G24109,2023-03-31 05:13:00,2023-03-31 05:13:00,1,50000,641,4,2,2,2.8,Hilang
G24110,2023-03-31 05:31:00,2023-03-31 05:31:00,1,130000,641,4,2,4,3.3,Tidur
G24111,2023-03-31 05:59:00,2023-03-31 05:59:00,1,20000,641,4,2,1,2.55,Hilang
G24112,2023-03-31 07:17:00,2023-03-31 07:17:00,1,50000,641,4,2,2,2.8,Hilang
G24113,2023-03-31 07:41:00,2023-03-31 07:41:00,1,10000,641,4,2,1,2.55,Hilang
G24114,2023-03-31 07:45:00,2023-03-31 07:45:00,1,100000,641,4,2,3,3.05,Tidur
G24115,2023-03-31 07:59:00,2023-03-31 07:59:00,1,25000,641,4,2,2,2.8,Hilang
G24116,2023-03-31 08:24:00,2023-03-31 08:24:00,1,50000,641,4,2,2,2.8,Hilang
G24117,2023-03-31 08:45:00,2023-03-31 08:45:00,1,10000,641,4,2,1,2.55,Hilang
G24118,2023-03-31 09:37:00,2023-03-31 09:37:00,1,10000,641,4,2,1,2.55,Hilang
G24119,2023-03-31 09:46:00,2023-03-31 09:46:00,1,50000,641,4,2,2,2.8,Hilang
G24120,2023-03-31 09:52:00,2023-03-31 09:52:00,1,20000,641,4,2,1,2.55,Hilang
G24121,2023-03-31 10:19:00,2023-03-31 10:19:00,1,250000,641,4,2,4,3.3,Tidur
G24122,2023-03-31 10:06:00,2023-03-31 10:06:00,1,50000,641,4,2,2,2.8,Hilang
G24123,2023-03-31 10:27:00,2023-03-31 10:27:00,1,25000,641,4,2,2,2.8,Hilang
G24125,2023-03-31 10:45:00,2023-03-31 10:45:00,1,50000,641,4,2,2,2.8,Hilang
G24126,2024-09-27 13:06:00,2023-03-31 10:55:00,2,350000,95,5,4,5,4.65,Tidur
G24127,2023-03-31 10:57:00,2023-03-31 10:57:00,1,50000,641,4,2,2,2.8,Hilang
G24129,2023-03-31 11:08:00,2023-03-31 11:08:00,1,150000,641,4,2,4,3.3,Tidur
G24131,2023-03-31 11:10:00,2023-03-31 11:10:00,1,100000,641,4,2,3,3.05,Tidur
G24132,2023-03-31 11:10:00,2023-03-31 11:10:00,1,100000,641,4,2,3,3.05,Tidur
G24133,2023-03-31 11:11:00,2023-03-31 11:11:00,1,100000,641,4,2,3,3.05,Tidur
G24134,2023-03-31 11:12:00,2023-03-31 11:12:00,1,200000,641,4,2,4,3.3,Tidur
G24135,2024-05-31 11:33:00,2023-03-31 11:15:00,6,1020000,214,5,5,5,5.0,Tidur
G24136,2023-03-31 11:18:00,2023-03-31 11:18:00,1,50000,641,4,2,2,2.8,Hilang
G24137,2023-03-31 11:22:00,2023-03-31 11:22:00,1,20000,641,4,2,1,2.55,Hilang
G24138,2023-03-31 11:32:00,2023-03-31 11:32:00,1,100000,641,4,2,3,3.05,Tidur
G24139,2024-04-04 21:21:00,2023-03-31 11:29:00,3,400000,271,5,5,5,5.0,Tidur
G24140,2024-11-20 20:07:00,2023-12-10 18:50:00,2,200000,41,5,4,4,4.4,Mulai Aktif
G24141,2023-03-31 12:04:00,2023-03-31 12:04:00,1,50000,641,4,2,2,2.8,Hilang
G24142,2024-10-25 20:19:00,2023-03-31 12:07:00,9,875000,67,5,5,5,5.0,Kategori Lain
G24144,2023-03-31 12:31:00,2023-03-31 12:31:00,1,100000,641,4,2,3,3.05,Tidur
G24146,2023-03-31 12:48:00,2023-03-31 12:48:00,1,30000,641,4,2,2,2.8,Hilang
G24148,2023-03-31 12:57:00,2023-03-31 12:57:00,1,200000,641,4,2,4,3.3,Tidur
G24149,2023-03-31 13:05:00,2023-03-31 13:05:00,1,150000,641,4,2,4,3.3,Tidur
G24150,2023-09-27 12:07:00,2023-03-31 13:07:00,7,1750000,461,4,5,5,4.6,Tidur
G24151,2023-03-31 13:53:00,2023-03-31 13:53:00,1,300000,641,4,2,5,3.55,Tidur
G24152,2023-03-31 13:19:00,2023-03-31 13:19:00,1,30000,641,4,2,2,2.8,Hilang
G24153,2023-03-31 14:13:00,2023-03-31 14:13:00,1,15000,641,4,2,1,2.55,Hilang
G24155,2023-10-21 17:46:00,2023-10-21 17:46:00,1,300000,437,4,2,5,3.55,Tidur
G24156,2023-03-31 14:35:00,2023-03-31 14:35:00,1,100000,641,4,2,3,3.05,Tidur
G24157,2023-03-31 14:39:00,2023-03-31 14:39:00,1,200000,641,4,2,4,3.3,Tidur
G24160,2023-03-31 16:24:00,2023-03-31 16:24:00,1,200000,641,4,2,4,3.3,Tidur
G24163,2023-03-31 19:42:00,2023-03-31 19:42:00,1,10000,641,4,2,1,2.55,Hilang
G24164,2023-03-31 20:15:00,2023-03-31 20:15:00,1,100000,641,4,2,3,3.05,Tidur
G24165,2023-04-11 17:06:00,2023-03-31 20:47:00,2,40000,630,4,4,2,3.5,Kategori Lain
G24166,2023-03-31 21:07:00,2023-03-31 21:07:00,1,10001,641,4,2,1,2.55,Hilang
G24167,2023-03-31 21:19:00,2023-03-31 21:19:00,1,20000,641,4,2,1,2.55,Hilang
G24169,2023-03-31 22:07:00,2023-03-31 22:07:00,1,50000,641,4,2,2,2.8,Hilang
G24171,2023-03-31 23:57:00,2023-03-31 23:55:00,2,500000,641,4,4,5,4.25,Tidur
G24172,2024-01-05 22:04:00,2023-04-01 00:03:00,11,1100000,361,5,5,5,5.0,Tidur
G24173,2023-06-23 14:05:00,2023-04-01 00:07:00,4,400000,557,4,5,5,4.6,Tidur
G24174,2023-04-01 00:28:00,2023-04-01 00:28:00,1,50000,640,4,2,2,2.8,Hilang
G24175,2023-04-01 00:31:00,2023-04-01 00:31:00,1,10000,640,4,2,1,2.55,Hilang
G24176,2023-04-01 00:37:00,2023-04-01 00:37:00,1,10000,640,4,2,1,2.55,Hilang
G24177,2023-04-01 00:41:00,2023-04-01 00:41:00,1,200000,640,4,2,4,3.3,Tidur
G24178,2023-04-01 00:43:00,2023-04-01 00:43:00,1,50000,640,4,2,2,2.8,Hilang
G24180,2023-04-01 03:04:00,2023-04-01 03:04:00,1,20000,640,4,2,1,2.55,Hilang
G24182,2023-04-01 05:02:00,2023-04-01 05:02:00,1,10000,640,4,2,1,2.55,Hilang
G24183,2023-04-01 05:10:00,2023-04-01 05:10:00,1,10000,640,4,2,1,2.55,Hilang
G24184,2023-09-02 11:01:00,2023-04-01 05:21:00,8,80000,486,4,5,3,4.1,Kategori Lain
G24185,2023-04-01 05:30:00,2023-04-01 05:30:00,1,100000,640,4,2,3,3.05,Tidur
G24187,2023-04-01 05:45:00,2023-04-01 05:45:00,1,100000,640,4,2,3,3.05,Tidur
G24188,2023-04-01 05:50:00,2023-04-01 05:50:00,1,10000,640,4,2,1,2.55,Hilang
G24190,2023-04-01 06:54:00,2023-04-01 06:54:00,1,100000,640,4,2,3,3.05,Tidur
G24191,2023-04-01 07:15:00,2023-04-01 07:15:00,1,100000,640,4,2,3,3.05,Tidur
G24192,2023-04-01 08:27:00,2023-04-01 08:27:00,1,2000,640,4,2,1,2.55,Hilang
G24193,2023-04-01 08:50:00,2023-04-01 08:50:00,1,50000,640,4,2,2,2.8,Hilang
G24194,2023-04-01 09:09:00,2023-04-01 09:09:00,1,20000,640,4,2,1,2.55,Hilang
G24196,2023-04-01 11:11:00,2023-04-01 11:11:00,1,100000,640,4,2,3,3.05,Tidur
G24197,2023-04-01 11:11:00,2023-04-01 11:11:00,1,5000,640,4,2,1,2.55,Hilang
G24198,2023-04-01 11:22:00,2023-04-01 11:22:00,1,100000,640,4,2,3,3.05,Tidur
G24200,2023-04-01 12:01:00,2023-04-01 12:01:00,1,15000,640,4,2,1,2.55,Hilang
G24201,2023-04-01 12:54:00,2023-04-01 12:54:00,1,100000,640,4,2,3,3.05,Tidur
G24202,2023-04-01 13:07:00,2023-04-01 13:07:00,1,50000,640,4,2,2,2.8,Hilang
G24203,2023-04-01 13:24:00,2023-04-01 13:24:00,1,50000,640,4,2,2,2.8,Hilang
G24205,2023-04-01 15:07:00,2023-04-01 15:07:00,1,100000,640,4,2,3,3.05,Tidur
G24206,2023-04-01 16:47:00,2023-04-01 16:47:00,1,100000,640,4,2,3,3.05,Tidur
G24210,2023-04-01 21:01:00,2023-04-01 21:01:00,1,10000,640,4,2,1,2.55,Hilang
G24211,2023-04-01 21:06:00,2023-04-01 21:06:00,1,10000,640,4,2,1,2.55,Hilang
G24214,2023-04-01 22:00:00,2023-04-01 22:00:00,1,100000,640,4,2,3,3.05,Tidur
G24217,2023-04-01 23:30:00,2023-04-01 23:30:00,1,100000,640,4,2,3,3.05,Tidur
G24219,2023-04-02 01:07:00,2023-04-02 01:07:00,1,15000,639,4,2,1,2.55,Hilang
G24220,2024-07-09 07:26:00,2023-04-02 05:14:00,2,25000,175,5,4,2,3.9,Kategori Lain
G24221,2023-04-02 05:15:00,2023-04-02 05:15:00,1,30000,639,4,2,2,2.8,Hilang
G24222,2024-08-05 21:03:00,2023-04-02 05:15:00,3,110000,148,5,5,4,4.75,Tidur
G24224,2023-05-05 11:12:00,2023-04-02 06:24:00,2,55000,606,4,4,3,3.75,Kategori Lain
G24225,2024-07-20 16:59:00,2023-04-02 06:54:00,2,150000,164,5,4,4,4.4,Tidur
G24226,2023-08-04 05:48:00,2023-04-02 07:33:00,2,125000,515,4,4,4,4.0,Tidur
G24228,2023-04-02 07:58:00,2023-04-02 07:58:00,1,152000,639,4,2,4,3.3,Tidur
G24229,2023-04-02 07:58:00,2023-04-02 07:58:00,1,20000,639,4,2,1,2.55,Hilang
G24231,2023-04-02 08:46:00,2023-04-02 08:46:00,1,12000,639,4,2,1,2.55,Hilang
G24232,2023-04-02 09:15:00,2023-04-02 09:15:00,1,20000,639,4,2,1,2.55,Hilang
G24233,2023-04-02 10:54:00,2023-04-02 10:54:00,1,10000,639,4,2,1,2.55,Hilang
G24234,2023-04-02 11:14:00,2023-04-02 11:14:00,1,150000,639,4,2,4,3.3,Tidur
G24236,2023-04-02 12:45:00,2023-04-02 12:45:00,1,20000,639,4,2,1,2.55,Hilang
G24237,2023-04-03 10:42:00,2023-04-03 10:42:00,1,30000,638,4,2,2,2.8,Hilang
G24238,2023-04-02 14:33:00,2023-04-02 14:33:00,1,20000,639,4,2,1,2.55,Hilang
G24240,2023-04-02 15:45:00,2023-04-02 15:45:00,1,40000,639,4,2,2,2.8,Hilang
G24241,2023-04-02 16:06:00,2023-04-02 16:06:00,1,50000,639,4,2,2,2.8,Hilang
G24242,2023-04-02 16:08:00,2023-04-02 16:08:00,1,25000,639,4,2,2,2.8,Hilang
G24243,2023-04-02 16:29:00,2023-04-02 16:29:00,1,30000,639,4,2,2,2.8,Hilang
G24244,2023-04-02 17:20:00,2023-04-02 17:20:00,1,10000,639,4,2,1,2.55,Hilang
G24245,2023-04-02 18:00:00,2023-04-02 18:00:00,1,20000,639,4,2,1,2.55,Hilang
G24246,2023-04-02 18:24:00,2023-04-02 18:24:00,1,200000,639,4,2,4,3.3,Tidur
G24247,2023-04-24 06:03:00,2023-04-02 18:36:00,2,100000,617,4,4,3,3.75,Tidur
G24248,2023-04-02 18:45:00,2023-04-02 18:45:00,1,10000,639,4,2,1,2.55,Hilang
G24251,2023-04-02 19:22:00,2023-04-02 19:22:00,1,10000,639,4,2,1,2.55,Hilang
G24252,2023-04-02 21:22:00,2023-04-02 21:22:00,1,15000,639,4,2,1,2.55,Hilang
G24253,2023-04-02 21:54:00,2023-04-02 21:54:00,1,20000,639,4,2,1,2.55,Hilang
G24254,2023-04-02 22:06:00,2023-04-02 22:06:00,1,322000,639,4,2,5,3.55,Tidur
G24255,2023-04-02 23:42:00,2023-04-02 23:42:00,1,10000,639,4,2,1,2.55,Hilang
G24256,2023-04-03 02:43:00,2023-04-03 02:43:00,1,50000,638,4,2,2,2.8,Hilang
G24257,2023-04-03 03:19:00,2023-04-03 03:19:00,1,25000,638,4,2,2,2.8,Hilang
G24258,2023-04-03 03:39:00,2023-04-03 03:39:00,1,25000,638,4,2,2,2.8,Hilang
G24259,2023-04-03 04:47:00,2023-04-03 04:47:00,1,100000,638,4,2,3,3.05,Tidur
G24260,2023-04-03 05:39:00,2023-04-03 05:39:00,1,100000,638,4,2,3,3.05,Tidur
G24261,2023-04-03 05:39:00,2023-04-03 05:39:00,1,20000,638,4,2,1,2.55,Hilang
G24263,2023-04-03 05:59:00,2023-04-03 05:59:00,1,20000,638,4,2,1,2.55,Hilang
G24264,2023-04-03 06:49:00,2023-04-03 06:49:00,1,25000,638,4,2,2,2.8,Hilang
G24267,2023-04-03 08:02:00,2023-04-03 08:02:00,1,50000,638,4,2,2,2.8,Hilang
G24268,2023-04-03 09:49:00,2023-04-03 09:49:00,1,150000,638,4,2,4,3.3,Tidur
G24269,2023-04-03 12:00:00,2023-04-03 12:00:00,1,30000,638,4,2,2,2.8,Hilang
G24271,2023-04-03 12:54:00,2023-04-03 12:54:00,1,30000,638,4,2,2,2.8,Hilang
G24272,2023-04-03 12:57:00,2023-04-03 12:57:00,1,300000,638,4,2,5,3.55,Tidur
G24274,2023-04-03 13:39:00,2023-04-03 13:39:00,1,50000,638,4,2,2,2.8,Hilang
G24276,2023-04-03 14:44:00,2023-04-03 14:44:00,1,20000,638,4,2,1,2.55,Hilang
G24277,2023-04-03 14:55:00,2023-04-03 14:55:00,1,20000,638,4,2,1,2.55,Hilang
G24278,2023-04-03 16:11:00,2023-04-03 16:11:00,1,50000,638,4,2,2,2.8,Hilang
G24279,2023-04-03 17:20:00,2023-04-03 17:20:00,1,20000,638,4,2,1,2.55,Hilang
G24280,2023-04-03 19:22:00,2023-04-03 19:22:00,1,25000,638,4,2,2,2.8,Hilang
G24282,2023-04-04 09:54:00,2023-04-04 09:54:00,1,20000,637,4,2,1,2.55,Hilang
G24284,2023-04-04 13:19:00,2023-04-04 13:19:00,1,100000,637,4,2,3,3.05,Tidur
G24285,2023-04-04 13:23:00,2023-04-04 13:23:00,1,240000,637,4,2,4,3.3,Tidur
G24286,2023-04-04 13:46:00,2023-04-04 13:46:00,1,50000,637,4,2,2,2.8,Hilang
G24287,2023-04-04 13:56:00,2023-04-04 13:56:00,1,200000,637,4,2,4,3.3,Tidur
G24288,2023-04-04 16:10:00,2023-04-04 16:10:00,1,10000,637,4,2,1,2.55,Hilang
G24290,2023-04-04 16:42:00,2023-04-04 16:42:00,1,20000,637,4,2,1,2.55,Hilang
G24291,2023-04-04 16:44:00,2023-04-04 16:44:00,1,15000,637,4,2,1,2.55,Hilang
G24292,2023-04-04 17:10:00,2023-04-04 17:10:00,1,50000,637,4,2,2,2.8,Hilang
G24295,2023-05-08 13:09:00,2023-04-04 17:40:00,2,45000,603,4,4,2,3.5,Kategori Lain
G24296,2023-06-19 23:28:00,2023-06-19 23:28:00,1,100000,561,4,2,3,3.05,Tidur
G24297,2023-04-04 18:10:00,2023-04-04 18:10:00,1,200000,637,4,2,4,3.3,Tidur
G24298,2023-04-04 18:39:00,2023-04-04 18:39:00,1,30000,637,4,2,2,2.8,Hilang
G24301,2023-04-04 19:51:00,2023-04-04 19:51:00,1,50000,637,4,2,2,2.8,Hilang
G24304,2024-08-09 07:31:00,2023-04-04 20:41:00,3,40000,144,5,5,2,4.25,Kategori Lain
G24305,2023-04-04 20:44:00,2023-04-04 20:44:00,1,100000,637,4,2,3,3.05,Tidur
G24306,2023-04-29 23:07:00,2023-04-04 21:23:00,2,20000,612,4,4,1,3.25,Kategori Lain
G24307,2023-04-04 22:43:00,2023-04-04 22:43:00,1,10000,637,4,2,1,2.55,Hilang
G24308,2023-04-05 23:59:00,2023-04-04 23:56:00,2,20000,636,4,4,1,3.25,Kategori Lain
G24310,2023-04-29 23:16:00,2023-04-05 04:55:00,2,20000,612,4,4,1,3.25,Kategori Lain
G24311,2023-04-29 04:37:00,2023-04-05 05:08:00,4,80000,612,4,5,3,4.1,Kategori Lain
G24313,2023-04-05 09:14:00,2023-04-05 09:14:00,1,100000,636,4,2,3,3.05,Tidur
G24315,2023-07-14 13:48:00,2023-07-14 13:48:00,1,20000,536,4,2,1,2.55,Hilang
G24316,2023-04-05 10:20:00,2023-04-05 10:20:00,1,10000,636,4,2,1,2.55,Hilang
G24317,2023-04-05 13:15:00,2023-04-05 13:15:00,1,50009,636,4,2,3,3.05,Hilang
G24318,2023-04-05 17:30:00,2023-04-05 17:30:00,1,50000,636,4,2,2,2.8,Hilang
G24319,2023-04-05 17:51:00,2023-04-05 17:51:00,1,10000,636,4,2,1,2.55,Hilang
G24320,2023-09-14 16:45:00,2023-04-05 17:57:00,2,230000,474,4,4,4,4.0,Tidur
G24321,2023-04-05 18:25:00,2023-04-05 18:25:00,1,2000,636,4,2,1,2.55,Hilang
G24322,2023-04-18 14:39:00,2023-04-05 18:39:00,2,501000,623,4,4,5,4.25,Tidur
G24323,2023-04-05 20:14:00,2023-04-05 20:14:00,1,50000,636,4,2,2,2.8,Hilang
G24324,2023-06-23 13:04:00,2023-04-05 20:47:00,2,70000,557,4,4,3,3.75,Kategori Lain
G24325,2023-04-05 21:03:00,2023-04-05 21:03:00,1,100000,636,4,2,3,3.05,Tidur
G24326,2023-11-10 01:38:00,2023-04-05 21:29:00,2,30000,417,4,4,2,3.5,Kategori Lain
G24328,2023-04-06 01:35:00,2023-04-06 01:35:00,1,100000,635,4,2,3,3.05,Tidur
G24329,2023-04-18 20:30:00,2023-04-06 04:49:00,3,30000,623,4,5,2,3.85,Kategori Lain
G24330,2023-04-06 05:41:00,2023-04-06 05:41:00,1,30000,635,4,2,2,2.8,Hilang
G24331,2023-04-06 06:17:00,2023-04-06 06:17:00,1,15000,635,4,2,1,2.55,Hilang
G24333,2023-04-06 07:10:00,2023-04-06 07:10:00,1,10000,635,4,2,1,2.55,Hilang
G24335,2023-04-06 08:40:00,2023-04-06 08:40:00,1,50000,635,4,2,2,2.8,Hilang
G24336,2024-10-25 09:21:00,2023-04-06 08:42:00,2,300000,67,5,4,5,4.65,Kategori Lain
G24337,2023-04-14 09:41:00,2023-04-06 09:39:00,2,200000,627,4,4,4,4.0,Tidur
G24338,2023-04-06 10:08:00,2023-04-06 10:08:00,1,150000,635,4,2,4,3.3,Tidur
G24340,2023-04-06 11:09:00,2023-04-06 11:09:00,1,150000,635,4,2,4,3.3,Tidur
G24341,2023-04-06 11:46:00,2023-04-06 11:46:00,1,100000,635,4,2,3,3.05,Tidur
G24343,2023-04-06 13:37:00,2023-04-06 13:37:00,1,225000,635,4,2,4,3.3,Tidur
G24344,2023-04-06 14:17:00,2023-04-06 14:17:00,1,100000,635,4,2,3,3.05,Tidur
G24345,2024-01-08 10:21:00,2023-04-18 13:18:00,10,270000,358,5,5,5,5.0,Tidur
G24346,2023-04-06 17:21:00,2023-04-06 17:21:00,1,100000,635,4,2,3,3.05,Tidur
G24348,2023-04-06 17:25:00,2023-04-06 17:25:00,1,50000,635,4,2,2,2.8,Hilang
G24349,2023-04-06 19:57:00,2023-04-06 19:57:00,1,100000,635,4,2,3,3.05,Tidur
G24350,2023-04-06 20:26:00,2023-04-06 20:26:00,1,10000,635,4,2,1,2.55,Hilang
G24351,2023-04-06 20:27:00,2023-04-06 20:27:00,1,15000,635,4,2,1,2.55,Hilang
G24352,2023-04-06 21:04:00,2023-04-06 21:04:00,1,30000,635,4,2,2,2.8,Hilang
G24354,2023-04-06 22:17:00,2023-04-06 22:17:00,1,50000,635,4,2,2,2.8,Hilang
G24355,2023-06-14 23:42:00,2023-04-06 22:55:00,2,20000,566,4,4,1,3.25,Kategori Lain
G24357,2023-04-06 23:51:00,2023-04-06 23:51:00,1,10000,635,4,2,1,2.55,Hilang
G24358,2023-04-07 01:30:00,2023-04-07 01:30:00,1,10000,634,4,2,1,2.55,Hilang
G24359,2023-04-07 03:23:00,2023-04-07 03:23:00,1,20000,634,4,2,1,2.55,Hilang
G24361,2023-08-21 06:45:00,2023-04-07 05:41:00,3,180000,498,4,5,4,4.35,Tidur
G24363,2023-04-07 06:42:00,2023-04-07 06:42:00,1,10000,634,4,2,1,2.55,Hilang
G24364,2023-11-29 16:21:00,2023-07-12 19:07:00,5,350000,398,5,5,5,5.0,Tidur
G24365,2023-10-20 09:22:00,2023-04-07 10:04:00,2,200000,438,4,4,4,4.0,Tidur
G24366,2023-04-07 10:02:00,2023-04-07 10:02:00,1,20000,634,4,2,1,2.55,Hilang
G24368,2023-05-05 13:22:00,2023-04-07 10:03:00,2,200000,606,4,4,4,4.0,Tidur
G24369,2023-04-07 10:12:00,2023-04-07 10:12:00,1,50000,634,4,2,2,2.8,Hilang
G24370,2023-04-07 10:12:00,2023-04-07 10:12:00,1,50000,634,4,2,2,2.8,Hilang
G24371,2023-04-07 10:16:00,2023-04-07 10:16:00,1,200000,634,4,2,4,3.3,Tidur
G24372,2023-04-07 10:19:00,2023-04-07 10:19:00,1,150000,634,4,2,4,3.3,Tidur
G24373,2023-04-07 10:21:00,2023-04-07 10:21:00,1,100000,634,4,2,3,3.05,Tidur
G24374,2024-09-27 09:53:00,2023-04-07 10:32:00,3,300000,95,5,5,5,5.0,Tidur
G24375,2024-04-09 08:50:00,2023-04-07 10:36:00,2,195000,266,5,4,4,4.4,Tidur
G24376,2023-04-07 10:42:00,2023-04-07 10:42:00,1,100000,634,4,2,3,3.05,Tidur
G24377,2023-04-07 10:45:00,2023-04-07 10:45:00,1,10000,634,4,2,1,2.55,Hilang
G24378,2023-04-07 10:46:00,2023-04-07 10:46:00,1,100000,634,4,2,3,3.05,Tidur
G24379,2023-04-07 10:46:00,2023-04-07 10:46:00,1,25000,634,4,2,2,2.8,Hilang
G24380,2023-04-07 10:47:00,2023-04-07 10:47:00,1,300000,634,4,2,5,3.55,Tidur
G24381,2023-10-20 09:31:00,2023-04-07 10:49:00,2,150000,438,4,4,4,4.0,Tidur
G24382,2023-04-07 11:09:00,2023-04-07 11:09:00,1,10000,634,4,2,1,2.55,Hilang
G24384,2023-04-07 11:50:00,2023-04-07 11:50:00,1,100000,634,4,2,3,3.05,Tidur
G24385,2023-04-07 12:31:00,2023-04-07 12:31:00,1,100000,634,4,2,3,3.05,Tidur
G24386,2023-04-07 12:48:00,2023-04-07 12:48:00,1,20000,634,4,2,1,2.55,Hilang
G24388,2023-04-07 13:55:00,2023-04-07 13:55:00,1,200000,634,4,2,4,3.3,Tidur
G24389,2023-04-07 14:41:00,2023-04-07 14:41:00,1,50000,634,4,2,2,2.8,Hilang
G24390,2023-04-07 15:25:00,2023-04-07 15:25:00,1,100000,634,4,2,3,3.05,Tidur
G24391,2023-06-08 06:44:00,2023-04-07 15:25:00,2,35000,572,4,4,2,3.5,Kategori Lain
G24392,2023-04-07 15:36:00,2023-04-07 15:36:00,1,50000,634,4,2,2,2.8,Hilang
G24393,2023-04-07 16:13:00,2023-04-07 16:13:00,1,150000,634,4,2,4,3.3,Tidur
G24394,2023-04-16 22:08:00,2023-04-16 22:01:00,2,200000,625,4,4,4,4.0,Tidur
G24396,2023-10-04 22:42:00,2023-04-07 16:53:00,6,1200000,454,4,5,5,4.6,Tidur
G24397,2023-04-07 17:50:00,2023-04-07 17:50:00,1,100000,634,4,2,3,3.05,Tidur
G24398,2023-04-07 18:16:00,2023-04-07 18:16:00,1,150000,634,4,2,4,3.3,Tidur
G24399,2023-04-07 18:20:00,2023-04-07 18:20:00,1,50000,634,4,2,2,2.8,Hilang
G24401,2024-03-29 09:13:00,2023-04-07 20:10:00,2,300000,277,5,4,5,4.65,Tidur
G24403,2023-04-14 16:27:00,2023-04-07 21:27:00,2,20000,627,4,4,1,3.25,Kategori Lain
G24404,2023-04-07 23:26:00,2023-04-07 23:26:00,1,30000,634,4,2,2,2.8,Hilang
G24405,2023-04-08 03:52:00,2023-04-08 03:52:00,1,10000,633,4,2,1,2.55,Hilang
G24407,2024-02-08 05:36:00,2023-04-08 04:55:00,6,795000,327,5,5,5,5.0,Tidur
G24408,2023-04-08 06:25:00,2023-04-08 06:25:00,1,100000,633,4,2,3,3.05,Tidur
G24409,2023-04-08 06:37:00,2023-04-08 06:37:00,1,50000,633,4,2,2,2.8,Hilang
G24410,2023-04-08 06:37:00,2023-04-08 06:37:00,1,10000,633,4,2,1,2.55,Hilang
G24411,2023-08-18 19:02:00,2023-05-26 06:24:00,2,781000,501,4,4,5,4.25,Tidur
G24412,2023-04-11 05:22:00,2023-04-11 05:22:00,1,100000,630,4,2,3,3.05,Tidur
G24413,2023-05-20 21:15:00,2023-05-20 21:15:00,1,100000,591,4,2,3,3.05,Tidur
G24414,2023-04-19 08:53:00,2023-04-08 08:27:00,2,20000,622,4,4,1,3.25,Kategori Lain
G24415,2023-04-08 08:50:00,2023-04-08 08:50:00,1,50000,633,4,2,2,2.8,Hilang
G24416,2023-04-08 09:15:00,2023-04-08 09:15:00,1,15000,633,4,2,1,2.55,Hilang
G24417,2023-04-08 09:38:00,2023-04-08 09:38:00,1,30000,633,4,2,2,2.8,Hilang
G24418,2024-09-30 19:13:00,2023-04-08 10:00:00,3,500000,92,5,5,5,5.0,Tidur
G24419,2023-04-08 11:43:00,2023-04-08 11:43:00,1,30000,633,4,2,2,2.8,Hilang
G24420,2023-04-08 12:14:00,2023-04-08 12:14:00,1,100000,633,4,2,3,3.05,Tidur
G24421,2023-04-08 12:30:00,2023-04-08 12:30:00,1,120000,633,4,2,4,3.3,Tidur
G24422,2023-04-08 12:31:00,2023-04-08 12:31:00,1,200000,633,4,2,4,3.3,Tidur
G24423,2023-04-08 13:05:00,2023-04-08 13:05:00,1,20000,633,4,2,1,2.55,Hilang
G24425,2023-05-07 04:53:00,2023-04-08 14:27:00,3,40000,604,4,5,2,3.85,Kategori Lain
G24426,2023-04-08 14:55:00,2023-04-08 14:55:00,1,10000,633,4,2,1,2.55,Hilang
G24429,2023-04-08 16:48:00,2023-04-08 16:48:00,1,50000,633,4,2,2,2.8,Hilang
G24430,2023-04-08 20:12:00,2023-04-08 20:12:00,1,10000,633,4,2,1,2.55,Hilang
G24431,2023-04-08 21:56:00,2023-04-08 21:56:00,1,200000,633,4,2,4,3.3,Tidur
